state_name,pop_1990,pop_2000,pop_2010,pop_2020,pop_2021,change2020_21
california,29811427,33871653,37253956,39538223,39237836,-0.008
florida,12938071,15982571,18801310,21538187,21781128,0.011
new york,17990778,18977026,19378102,20201249,19835913,-0.018
tennessee,4877203,5689427,6346105,6910840,6975218,0.009
texas,16986335,20851028,25145561,29145505,29527941,0.013
