state,population_2019,status,price,bed,bath,acre_lot,city,zip_code,house_size,sold_date
New York,19453561,for_sale,339000,4,5,0.51,New Lebanon,12125,3133,9/11/2019
New York,19453561,for_sale,349900,3,2,3.9,Canaan,12029,2100,11/22/2019
New York,19453561,for_sale,1300000,5,4,8.95,Old Chatham,12136,4278,4/1/2019
New York,19453561,for_sale,349900,3,2,1,Austerlitz,12037,2160,12/3/2019
New York,19453561,for_sale,590000,3,3,7.54,Hillsdale,12529,2450,10/10/2019
New York,19453561,for_sale,150000,3,2,1.57,Stanfordville,12581,1627,11/20/2019
New York,19453561,for_sale,749000,8,5,1.7,Amenia,12501,4000,12/17/2019
New York,19453561,for_sale,365000,3,2,1,Millerton,12546,2710,1/23/2019
New York,19453561,for_sale,339000,4,5,0.51,New Lebanon,12125,3133,9/11/2019
New York,19453561,for_sale,625000,4,2,5.2,Copake Falls,12517,2029,10/23/2019
New York,19453561,for_sale,349900,3,2,3.9,Canaan,12029,2100,11/22/2019
New York,19453561,for_sale,1300000,5,4,8.95,Old Chatham,12136,4278,4/1/2019
New York,19453561,for_sale,279000,3,2,0.14,Amenia,12501,1834,10/18/2019
New York,19453561,for_sale,329000,3,2,0.52,Claverack,12513,1926,2/4/2019
New York,19453561,for_sale,349900,3,2,1,Austerlitz,12037,2160,12/3/2019
New York,19453561,for_sale,1200000,3,4,8.64,Old Chatham,12136,2600,9/25/2019
New York,19453561,for_sale,590000,3,3,7.54,Hillsdale,12529,2450,10/10/2019
New York,19453561,for_sale,339000,4,5,0.51,New Lebanon,12125,3133,9/11/2019
New York,19453561,for_sale,349900,3,2,3.9,Canaan,12029,2100,11/22/2019
New York,19453561,for_sale,1300000,5,4,8.95,Old Chatham,12136,4278,4/1/2019
New York,19453561,for_sale,349900,3,2,1,Austerlitz,12037,2160,12/3/2019
New York,19453561,for_sale,365000,3,2,1,Millerton,12546,2710,1/23/2019
New York,19453561,for_sale,264900,3,2,4.25,Sand Lake,12018,1080,2/13/2019
New York,19453561,for_sale,189900,3,2,0.66,Valley Falls,12185,2236,9/17/2019
New York,19453561,for_sale,174000,5,2,0.27,Cambridge,12816,2918,10/29/2019
New York,19453561,for_sale,199000,4,1,0.61,Hoosick Falls,12090,1695,9/27/2019
New York,19453561,for_sale,529000,2,1,0.06,Dresden,12841,740,10/31/2019
New York,19453561,for_sale,189000,3,2,6.3,Cambridge,12816,1350,6/21/2019
New York,19453561,for_sale,139000,5,3,0.18,Whitehall,12887,3169,8/13/2019
New York,19453561,for_sale,264900,3,2,4.25,Sand Lake,12018,1080,2/13/2019
New York,19453561,for_sale,189900,4,2,0.15,Greenwich,12834,1840,10/3/2019
New York,19453561,for_sale,349900,3,2,3.9,Canaan,12029,2100,11/22/2019
New York,19453561,for_sale,174000,5,2,0.27,Cambridge,12816,2918,10/29/2019
New York,19453561,for_sale,199000,4,1,0.61,Hoosick Falls,12090,1695,9/27/2019
New York,19453561,for_sale,1300000,5,4,8.95,Old Chatham,12136,4278,4/1/2019
New York,19453561,for_sale,349900,3,2,1,Austerlitz,12037,2160,12/3/2019
New York,19453561,for_sale,1200000,3,4,8.64,Old Chatham,12136,2600,9/25/2019
New York,19453561,for_sale,339000,4,5,0.51,New Lebanon,12125,3133,9/11/2019
New York,19453561,for_sale,174000,5,2,0.27,Cambridge,12816,2918,10/29/2019
New York,19453561,for_sale,199000,4,1,0.61,Hoosick Falls,12090,1695,9/27/2019
New York,19453561,for_sale,263000,3,2,1.6,Keeseville,12944,1960,2/25/2019
New York,19453561,for_sale,174000,5,2,0.27,Cambridge,12816,2918,10/29/2019
New York,19453561,for_sale,199000,4,1,0.61,Hoosick Falls,12090,1695,9/27/2019
New York,19453561,for_sale,263000,3,2,1.6,Keeseville,12944,1960,2/25/2019
New York,19453561,for_sale,255000,3,3,0.92,Peru,12972,1547,8/23/2019
New York,19453561,for_sale,155000,2,1,0.17,Plattsburgh,12901,844,7/30/2019
New York,19453561,for_sale,170000,5,3,0.07,Plattsburgh,12901,2044,3/4/2019
New York,19453561,for_sale,263000,3,2,1.6,Keeseville,12944,1960,2/25/2019
New York,19453561,for_sale,858500,3,3,0.3,Ticonderoga,12883,2072,6/11/2019
New York,19453561,for_sale,89900,3,1,0.3,Ticonderoga,12883,1331,6/25/2019
New York,19453561,for_sale,119900,3,1,0.5,Ticonderoga,12883,1314,10/2/2019
New York,19453561,for_sale,199000,4,2,0.7,Ticonderoga,12883,1752,11/15/2019
New York,19453561,for_sale,199000,3,2,0.3,Ticonderoga,12883,1901,1/8/2019
New York,19453561,for_sale,255000,3,3,0.92,Peru,12972,1547,8/23/2019
New York,19453561,for_sale,250000,3,2,4.79,West Chazy,12992,1956,6/26/2019
New York,19453561,for_sale,315000,3,2,0.75,Plattsburgh,12901,1465,6/13/2019
New York,19453561,for_sale,155000,2,1,0.17,Plattsburgh,12901,844,7/30/2019
New York,19453561,for_sale,170000,5,3,0.07,Plattsburgh,12901,2044,3/4/2019
New York,19453561,for_sale,263000,3,2,1.6,Keeseville,12944,1960,2/25/2019
New York,19453561,for_sale,264000,8,3,0.28,Plattsburgh,12901,3466,11/27/2019
New York,19453561,for_sale,250000,3,2,4.79,West Chazy,12992,1956,6/26/2019
New York,19453561,for_sale,255000,3,3,0.92,Peru,12972,1547,8/23/2019
New York,19453561,for_sale,263000,3,2,1.6,Keeseville,12944,1960,2/25/2019
New York,19453561,for_sale,170000,5,3,0.07,Plattsburgh,12901,2044,3/4/2019
New York,19453561,for_sale,204000,3,2,1.1,West Chazy,12992,1431,11/25/2019
New York,19453561,for_sale,155000,2,1,0.17,Plattsburgh,12901,844,7/30/2019
New York,19453561,for_sale,315000,3,2,0.75,Plattsburgh,12901,1465,6/13/2019
New York,19453561,for_sale,858500,3,3,0.3,Ticonderoga,12883,2072,6/11/2019
New York,19453561,for_sale,119900,3,1,0.5,Ticonderoga,12883,1314,10/2/2019
New York,19453561,for_sale,89900,3,1,0.3,Ticonderoga,12883,1331,6/25/2019
New York,19453561,for_sale,139000,5,3,0.18,Whitehall,12887,3169,8/13/2019
New York,19453561,for_sale,139000,5,3,0.18,Whitehall,12887,3169,8/13/2019
New York,19453561,for_sale,199000,4,2,0.7,Ticonderoga,12883,1752,11/15/2019
New York,19453561,for_sale,199000,3,2,0.3,Ticonderoga,12883,1901,1/8/2019
New York,19453561,for_sale,858500,3,3,0.3,Ticonderoga,12883,2072,6/11/2019
New York,19453561,for_sale,858500,3,3,0.3,Ticonderoga,12883,2072,6/11/2019
New York,19453561,for_sale,858500,3,3,0.3,Ticonderoga,12883,2072,6/11/2019
New York,19453561,for_sale,119900,3,1,0.5,Ticonderoga,12883,1314,10/2/2019
New York,19453561,for_sale,89900,3,1,0.3,Ticonderoga,12883,1331,6/25/2019
New York,19453561,for_sale,119900,3,1,0.5,Ticonderoga,12883,1314,10/2/2019
New York,19453561,for_sale,89900,3,1,0.3,Ticonderoga,12883,1331,6/25/2019
New York,19453561,for_sale,139000,5,3,0.18,Whitehall,12887,3169,8/13/2019
New York,19453561,for_sale,119900,3,1,0.5,Ticonderoga,12883,1314,10/2/2019
New York,19453561,for_sale,89900,3,1,0.3,Ticonderoga,12883,1331,6/25/2019
New York,19453561,for_sale,199000,3,2,0.3,Ticonderoga,12883,1901,1/8/2019
New York,19453561,for_sale,529000,2,1,0.06,Dresden,12841,740,10/31/2019
New York,19453561,for_sale,199000,4,2,0.7,Ticonderoga,12883,1752,11/15/2019
New York,19453561,for_sale,139000,5,3,0.18,Whitehall,12887,3169,8/13/2019
New York,19453561,for_sale,199000,3,2,0.3,Ticonderoga,12883,1901,1/8/2019
New York,19453561,for_sale,199000,4,2,0.7,Ticonderoga,12883,1752,11/15/2019
New York,19453561,for_sale,189000,3,2,6.3,Cambridge,12816,1350,6/21/2019
New York,19453561,for_sale,199000,3,2,0.3,Ticonderoga,12883,1901,1/8/2019
New York,19453561,for_sale,529000,2,1,0.06,Dresden,12841,740,10/31/2019
New York,19453561,for_sale,139000,5,3,0.18,Whitehall,12887,3169,8/13/2019
New York,19453561,for_sale,189900,4,2,0.15,Greenwich,12834,1840,10/3/2019
New York,19453561,for_sale,174000,5,2,0.27,Cambridge,12816,2918,10/29/2019
New York,19453561,for_sale,199000,4,2,0.7,Ticonderoga,12883,1752,11/15/2019
New York,19453561,for_sale,858500,3,3,0.3,Ticonderoga,12883,2072,6/11/2019
New York,19453561,for_sale,858500,3,3,0.3,Ticonderoga,12883,2072,6/11/2019
New York,19453561,for_sale,119900,3,1,0.5,Ticonderoga,12883,1314,10/2/2019
New York,19453561,for_sale,89900,3,1,0.3,Ticonderoga,12883,1331,6/25/2019
New York,19453561,for_sale,199000,3,2,0.3,Ticonderoga,12883,1901,1/8/2019
New York,19453561,for_sale,199000,4,2,0.7,Ticonderoga,12883,1752,11/15/2019
New York,19453561,for_sale,189900,4,2,0.15,Greenwich,12834,1840,10/3/2019
New York,19453561,for_sale,119900,3,1,0.5,Ticonderoga,12883,1314,10/2/2019
New York,19453561,for_sale,189000,3,2,6.3,Cambridge,12816,1350,6/21/2019
New York,19453561,for_sale,199000,4,2,0.7,Ticonderoga,12883,1752,11/15/2019
New York,19453561,for_sale,199000,3,2,0.3,Ticonderoga,12883,1901,1/8/2019
New York,19453561,for_sale,139000,5,3,0.18,Whitehall,12887,3169,8/13/2019
New York,19453561,for_sale,189900,4,2,0.15,Greenwich,12834,1840,10/3/2019
New York,19453561,for_sale,189900,3,2,0.66,Valley Falls,12185,2236,9/17/2019
New York,19453561,for_sale,174000,5,2,0.27,Cambridge,12816,2918,10/29/2019
New York,19453561,for_sale,199000,4,1,0.61,Hoosick Falls,12090,1695,9/27/2019
New York,19453561,for_sale,529000,2,1,0.06,Dresden,12841,740,10/31/2019
New York,19453561,for_sale,365000,3,2,1,Millerton,12546,2710,1/23/2019
New York,19453561,for_sale,2499000,5,6,0.65,Greenport,11944,5053,4/3/2019
New York,19453561,for_sale,3500000,5,5,0.67,Southold,11971,5000,6/28/2019
New York,19453561,for_sale,1750000,5,7,15,Millbrook,12545,5696,2/11/2019
New York,19453561,for_sale,729900,4,5,5.46,Patterson,12563,3312,3/26/2019
New York,19453561,for_sale,150000,3,2,1.57,Stanfordville,12581,1627,11/20/2019
New York,19453561,for_sale,749000,8,5,1.7,Amenia,12501,4000,12/17/2019
New York,19453561,for_sale,365000,3,2,1,Millerton,12546,2710,1/23/2019
New York,19453561,for_sale,679000,4,3,3.41,Pawling,12564,2998,11/21/2019
New York,19453561,for_sale,599000,4,3,3.38,Poughquag,12570,2582,7/23/2019
New York,19453561,for_sale,680000,3,3,5.16,Millbrook,12545,2448,4/2/2019
New York,19453561,for_sale,279000,3,2,0.14,Amenia,12501,1834,10/18/2019
New York,19453561,for_sale,359900,3,2,0.74,Poughquag,12570,1700,1/30/2019
New York,19453561,for_sale,749000,8,5,1.7,Amenia,12501,4000,12/17/2019
New York,19453561,for_sale,425000,2,2,0.26,Patterson,12563,2000,11/14/2019
New York,19453561,for_sale,430000,2,2,0.6,Brewster,10509,1858,11/13/2019
New York,19453561,for_sale,279000,3,2,0.14,Amenia,12501,1834,10/18/2019
New York,19453561,for_sale,670000,5,4,1.6,Stormville,12582,3272,9/10/2019
New York,19453561,for_sale,359900,3,2,0.74,Poughquag,12570,1700,1/30/2019
New York,19453561,for_sale,679000,4,3,3.41,Pawling,12564,2998,11/21/2019
New York,19453561,for_sale,565000,4,4,3.5,Stormville,12582,3500,3/25/2019
New York,19453561,for_sale,335000,2,1,0.17,Carmel,10512,1185,8/28/2019
New York,19453561,for_sale,599000,4,3,3.38,Poughquag,12570,2582,7/23/2019
New York,19453561,for_sale,729900,4,5,5.46,Patterson,12563,3312,3/26/2019
New York,19453561,for_sale,425000,2,2,0.26,Patterson,12563,2000,11/14/2019
New York,19453561,for_sale,615000,7,4,0.51,Port Jefferson,11777,3200,2/26/2019
New York,19453561,for_sale,430000,2,2,0.6,Brewster,10509,1858,11/13/2019
New York,19453561,for_sale,379000,2,2,0.07,Ridge,11961,849,12/13/2019
New York,19453561,for_sale,3799000,7,9,2.65,Old Field,11733,11000,5/22/2019
New York,19453561,for_sale,675000,4,3,0.07,Shoreham,11786,3287,12/27/2019
New York,19453561,for_sale,619000,5,4,0.6,Port Jefferson,11777,3766,1/22/2019
New York,19453561,for_sale,469000,4,2,0.23,Selden,11784,1790,2/22/2019
New York,19453561,for_sale,649000,4,3,0.39,Mount Sinai,11766,2402,11/19/2019
New York,19453561,for_sale,369000,2,1,0.14,Centereach,11720,702,9/16/2019
New York,19453561,for_sale,649000,5,3,0.96,East Setauket,11733,2356,4/10/2019
New York,19453561,for_sale,575000,3,2,0.23,Port Jefferson,11777,1800,3/11/2019
New York,19453561,for_sale,974999,5,4,0.23,Mount Sinai,11766,3620,6/24/2019
New York,19453561,for_sale,499000,5,3,0.35,Coram,11727,2868,6/27/2019
New York,19453561,for_sale,365000,3,2,1,Millerton,12546,2710,1/23/2019
New York,19453561,for_sale,625000,4,2,5.2,Copake Falls,12517,2029,10/23/2019
New York,19453561,for_sale,279000,3,2,0.14,Amenia,12501,1834,10/18/2019
New York,19453561,for_sale,749000,8,5,1.7,Amenia,12501,4000,12/17/2019
New York,19453561,for_sale,979000,8,5,0.04,Bronx,10467,3297,1/24/2019
New York,19453561,for_sale,937500,4,3,0.06,Bronx,10472,2585,8/26/2019
New York,19453561,for_sale,2749000,6,5,0.11,New York City,11210,4160,10/7/2019
New York,19453561,for_sale,800000,4,2,0.05,Brooklyn,11207,2880,12/23/2019
New York,19453561,for_sale,589000,2,1,0.68,Flushing,11373,825,11/27/2019
New York,19453561,for_sale,635000,1,1,0.2,New York City,10128,750,3/25/2019
New York,19453561,for_sale,1999000,9,5,0.05,Corona,11368,4000,5/17/2019
New York,19453561,for_sale,9500000,5,7,0.02,New York City,10024,6072,7/11/2019
New York,19453561,for_sale,549000,3,2,0.09,Bronx,10473,1155,9/23/2019
New York,19453561,for_sale,2190000,6,7,0.05,Bronx,10459,4493,5/30/2019
New York,19453561,for_sale,1150000,12,5,0.04,Ridgewood,11385,1980,6/18/2019
New York,19453561,for_sale,6695000,4,5,0.02,New York City,10014,3750,12/3/2019
New York,19453561,for_sale,499000,4,1,0.07,Staten Island,10304,1200,4/25/2019
New York,19453561,for_sale,750000,2,2,0.32,New York City,11220,1064,9/3/2019
New York,19453561,for_sale,749000,1,1,0.51,New York City,10011,800,9/24/2019
New York,19453561,for_sale,1349000,3,3,0.04,Brooklyn,11209,1560,8/22/2019
New York,19453561,for_sale,2495000,3,2,0.05,New York City,11201,1500,6/10/2019
New York,19453561,for_sale,575000,3,3,0.05,Staten Island,10310,1274,2/27/2019
New York,19453561,for_sale,1388000,8,4,0.05,Brooklyn,11220,2492,8/23/2019
New York,19453561,for_sale,1080000,2,1,0.07,Brooklyn,11220,700,1/30/2019
New York,19453561,for_sale,465000,2,2,0.07,Staten Island,10304,1152,5/7/2019
New York,19453561,for_sale,749000,4,2,0.09,Staten Island,10314,1980,8/19/2019
New York,19453561,for_sale,575000,3,1,0.07,Staten Island,10310,1125,4/25/2019
New York,19453561,for_sale,979000,8,5,0.04,Bronx,10467,3297,1/24/2019
New York,19453561,for_sale,937500,4,3,0.06,Bronx,10472,2585,8/26/2019
New York,19453561,for_sale,4595000,2,3,0.28,New York City,10012,2500,1/22/2019
New York,19453561,for_sale,729000,3,2,0.06,Jamaica,11412,1536,10/3/2019
New York,19453561,for_sale,1869000,6,5,0.12,Richmond Hill,11418,4000,1/11/2019
New York,19453561,for_sale,948000,6,4,0.09,Bronx,10465,2200,1/7/2019
New York,19453561,for_sale,800000,4,2,0.05,Brooklyn,11207,2880,12/23/2019
New York,19453561,for_sale,589000,2,1,0.68,Flushing,11373,825,11/27/2019
New York,19453561,for_sale,525000,2,2,0.03,Jamaica,11434,752,9/4/2019
New York,19453561,for_sale,1850000,5,3,0.03,New York City,11211,1760,8/14/2019
New York,19453561,for_sale,635000,1,1,0.2,New York City,10128,750,3/25/2019
New York,19453561,for_sale,1999000,9,5,0.05,Corona,11368,4000,5/17/2019
New York,19453561,for_sale,9500000,5,7,0.02,New York City,10024,6072,7/11/2019
New York,19453561,for_sale,1299000,3,4,0.06,Forest Hills,11375,1264,1/4/2019
New York,19453561,for_sale,598000,4,3,0.04,Jamaica,11434,1125,5/21/2019
New York,19453561,for_sale,1150000,12,5,0.04,Ridgewood,11385,1980,6/18/2019
New York,19453561,for_sale,2190000,6,7,0.05,Bronx,10459,4493,5/30/2019
New York,19453561,for_sale,1388000,6,5,0.05,Fresh Meadows,11365,2000,6/7/2019
New York,19453561,for_sale,2950000,2,3,0.66,New York City,10013,1301,10/10/2019
New York,19453561,for_sale,1100000,9,4,0.1,Bronx,10461,2592,4/9/2019
New York,19453561,for_sale,1869000,6,5,0.12,Richmond Hill,11418,4000,1/11/2019
New York,19453561,for_sale,659999,4,2,0.07,Staten Island,10310,3205,8/2/2019
New York,19453561,for_sale,948000,6,4,0.09,Bronx,10465,2200,1/7/2019
New York,19453561,for_sale,1850000,5,3,0.03,New York City,11211,1760,8/14/2019
New York,19453561,for_sale,589000,2,1,0.68,Flushing,11373,825,11/27/2019
New York,19453561,for_sale,525000,2,2,0.03,Jamaica,11434,752,9/4/2019
New York,19453561,for_sale,849000,4,3,0.07,Queens Village,11428,1691,2/13/2019
New York,19453561,for_sale,635000,1,1,0.2,New York City,10128,750,3/25/2019
New York,19453561,for_sale,1999000,9,5,0.05,Corona,11368,4000,5/17/2019
New York,19453561,for_sale,575000,3,1,0.07,Staten Island,10310,1125,4/25/2019
New York,19453561,for_sale,598000,4,3,0.04,Jamaica,11434,1125,5/21/2019
New York,19453561,for_sale,9500000,5,7,0.02,New York City,10024,6072,7/11/2019
New York,19453561,for_sale,1299000,3,4,0.06,Forest Hills,11375,1264,1/4/2019
New York,19453561,for_sale,1388000,6,5,0.05,Fresh Meadows,11365,2000,6/7/2019
New York,19453561,for_sale,2190000,6,7,0.05,Bronx,10459,4493,5/30/2019
New York,19453561,for_sale,2190000,6,7,0.05,Bronx,10459,4493,5/30/2019
New York,19453561,for_sale,1150000,12,5,0.04,Ridgewood,11385,1980,6/18/2019
New York,19453561,for_sale,2950000,2,3,0.66,New York City,10013,1301,10/10/2019
New York,19453561,for_sale,1820000,1,2,0.72,New York City,11201,1333,10/23/2019
New York,19453561,for_sale,3295000,4,1,0.29,Brooklyn,11209,1794,8/14/2019
New York,19453561,for_sale,1150000,5,2,0.07,Flushing,11355,1642,12/26/2019
New York,19453561,for_sale,1349000,3,3,0.04,Brooklyn,11209,1560,8/22/2019
New York,19453561,for_sale,464000,1,1,0.11,Staten Island,10306,960,3/29/2019
New York,19453561,for_sale,1189000,4,2,0.05,New York City,11230,1400,7/19/2019
New York,19453561,for_sale,585000,2,2,0.08,Staten Island,10314,1200,2/6/2019
New York,19453561,for_sale,1249000,4,4,0.1,Staten Island,10309,2274,8/22/2019
New York,19453561,for_sale,1850000,3,2,0.06,New York City,11201,1209,10/28/2019
New York,19453561,for_sale,1388000,8,4,0.05,Brooklyn,11220,2492,8/23/2019
New York,19453561,for_sale,1080000,2,1,0.07,Brooklyn,11220,700,1/30/2019
New York,19453561,for_sale,739000,3,3,0.05,Staten Island,10309,1768,7/26/2019
New York,19453561,for_sale,1588000,8,5,0.06,Brooklyn,11214,2528,2/26/2019
New York,19453561,for_sale,674900,3,4,0.06,Staten Island,10303,1500,10/24/2019
New York,19453561,for_sale,289888,1,1,0.01,Staten Island,10314,640,4/1/2019
New York,19453561,for_sale,465000,2,2,0.07,Staten Island,10304,1152,5/7/2019
New York,19453561,for_sale,1800000,6,1,0.09,Brooklyn,11214,2288,9/30/2019
New York,19453561,for_sale,659999,4,2,0.07,Staten Island,10310,3205,8/2/2019
New York,19453561,for_sale,748880,3,3,0.05,Staten Island,10306,1204,5/17/2019
New York,19453561,for_sale,768888,3,3,0.07,Staten Island,10306,1455,5/17/2019
New York,19453561,for_sale,928000,5,4,0.09,Staten Island,10306,2488,4/10/2019
New York,19453561,for_sale,749000,4,2,0.09,Staten Island,10314,1980,8/19/2019
New York,19453561,for_sale,1650000,4,3,0.05,Brooklyn,11230,1568,6/17/2019
New York,19453561,for_sale,490000,2,1,0.04,Staten Island,10306,542,7/11/2019
New York,19453561,for_sale,3295000,4,1,0.29,Brooklyn,11209,1794,8/14/2019
New York,19453561,for_sale,1820000,1,2,0.72,New York City,11201,1333,10/23/2019
New York,19453561,for_sale,465000,2,2,0.07,Staten Island,10304,1152,5/7/2019
New York,19453561,for_sale,999000,5,3,0.1,Staten Island,10305,2680,10/25/2019
New York,19453561,for_sale,659999,4,2,0.07,Staten Island,10310,3205,8/2/2019
New York,19453561,for_sale,1850000,5,3,0.03,New York City,11211,1760,8/14/2019
New York,19453561,for_sale,3100000,2,2,0.17,New York,10010,1429,12/24/2019
New York,19453561,for_sale,768888,3,3,0.07,Staten Island,10306,1455,5/17/2019
New York,19453561,for_sale,928000,5,4,0.09,Staten Island,10306,2488,4/10/2019
New York,19453561,for_sale,635000,1,1,0.2,New York City,10128,750,3/25/2019
New York,19453561,for_sale,748880,3,3,0.05,Staten Island,10306,1204,5/17/2019
New York,19453561,for_sale,749000,4,2,0.09,Staten Island,10314,1980,8/19/2019
New York,19453561,for_sale,9500000,5,7,0.02,New York City,10024,6072,7/11/2019
New York,19453561,for_sale,490000,2,1,0.04,Staten Island,10306,542,7/11/2019
New York,19453561,for_sale,1150000,12,5,0.04,Ridgewood,11385,1980,6/18/2019
New York,19453561,for_sale,2950000,2,3,0.66,New York City,10013,1301,10/10/2019
New York,19453561,for_sale,3295000,4,1,0.29,Brooklyn,11209,1794,8/14/2019
New York,19453561,for_sale,1820000,1,2,0.72,New York City,11201,1333,10/23/2019
New York,19453561,for_sale,1800000,6,1,0.09,Brooklyn,11214,2288,9/30/2019
New York,19453561,for_sale,999000,5,3,0.1,Staten Island,10305,2680,10/25/2019
New York,19453561,for_sale,2749000,6,5,0.11,New York City,11210,4160,10/7/2019
New York,19453561,for_sale,659999,4,2,0.07,Staten Island,10310,3205,8/2/2019
New York,19453561,for_sale,1869000,6,5,0.12,Richmond Hill,11418,4000,1/11/2019
New York,19453561,for_sale,800000,4,2,0.05,Brooklyn,11207,2880,12/23/2019
New York,19453561,for_sale,3100000,2,2,0.17,New York,10010,1429,12/24/2019
New York,19453561,for_sale,589000,2,1,0.68,Flushing,11373,825,11/27/2019
New York,19453561,for_sale,525000,2,2,0.03,Jamaica,11434,752,9/4/2019
New York,19453561,for_sale,1325000,4,3,0.11,Howard Beach,11414,2449,10/10/2019
New York,19453561,for_sale,735000,3,2,0.03,Brooklyn,11234,1230,4/11/2019
New York,19453561,for_sale,509999,2,2,0.02,Brooklyn,11224,1050,3/22/2019
New York,19453561,for_sale,1658800,6,2,0.06,Brooklyn,11229,2892,11/12/2019
New York,19453561,for_sale,635000,1,1,0.2,New York City,10128,750,3/25/2019
New York,19453561,for_sale,749000,4,2,0.09,Staten Island,10314,1980,8/19/2019
New York,19453561,for_sale,2300000,3,4,0.03,New York City,11215,1964,4/10/2019
New York,19453561,for_sale,598000,4,3,0.04,Jamaica,11434,1125,5/21/2019
New York,19453561,for_sale,9500000,5,7,0.02,New York City,10024,6072,7/11/2019
New York,19453561,for_sale,1299000,3,4,0.06,Forest Hills,11375,1264,1/4/2019
New York,19453561,for_sale,549000,3,2,0.09,Bronx,10473,1155,9/23/2019
New York,19453561,for_sale,1650000,4,3,0.05,Brooklyn,11230,1568,6/17/2019
New York,19453561,for_sale,825000,3,2,0.04,Brooklyn,11234,1064,5/28/2019
New York,19453561,for_sale,3250000,6,6,0.04,New York City,11216,3626,10/8/2019
New York,19453561,for_sale,1388000,6,5,0.05,Fresh Meadows,11365,2000,6/7/2019
New York,19453561,for_sale,2190000,6,7,0.05,Bronx,10459,4493,5/30/2019
New York,19453561,for_sale,1150000,12,5,0.04,Ridgewood,11385,1980,6/18/2019
New York,19453561,for_sale,2950000,2,3,0.66,New York City,10013,1301,10/10/2019
New York,19453561,for_sale,1820000,1,2,0.72,New York City,11201,1333,10/23/2019
New York,19453561,for_sale,490000,2,1,0.04,Staten Island,10306,542,7/11/2019
New York,19453561,for_sale,3295000,4,1,0.29,Brooklyn,11209,1794,8/14/2019
New York,19453561,for_sale,1150000,5,2,0.07,Flushing,11355,1642,12/26/2019
New York,19453561,for_sale,879000,3,2,5.8,Tuxedo Park,10987,1932,3/21/2019
New York,19453561,for_sale,475000,4,2,0.51,Warwick,10990,1949,8/30/2019
New York,19453561,for_sale,300000,2,1,0.38,Warwick,10990,1066,1/3/2019
New York,19453561,for_sale,260000,2,1,0.49,Greenwood Lake,10925,882,12/18/2019
New York,19453561,for_sale,515000,2,2,0.18,Warwick,10990,1476,3/5/2019
New York,19453561,for_sale,845000,4,4,5.1,Warwick,10990,2907,5/24/2019
New York,19453561,for_sale,379900,3,2,1.1,Chester,10918,1312,10/17/2019
New York,19453561,for_sale,519900,4,3,0.46,Monroe,10950,2112,10/1/2019
New York,19453561,for_sale,749000,1,1,0.51,New York City,10011,800,9/24/2019
New York,19453561,for_sale,549000,4,2,0.05,Yonkers,10701,1539,12/6/2019
New York,19453561,for_sale,1285000,4,4,0.41,Ardsley,10502,3200,6/7/2019
New York,19453561,for_sale,559000,2,2,0.03,Bronx,10463,1250,7/1/2019
New York,19453561,for_sale,849000,4,3,0.68,Monsey,10952,2160,6/6/2019
New York,19453561,for_sale,999000,6,3,0.77,Monsey,10952,3716,1/3/2019
New York,19453561,for_sale,1100000,4,5,0.19,Piermont,10968,2812,4/5/2019
New York,19453561,for_sale,635000,1,1,0.2,New York City,10128,750,3/25/2019
New York,19453561,for_sale,9500000,5,7,0.02,New York City,10024,6072,7/11/2019
