state,population_2021,status,price,bed,bath,acre_lot,city,zip_code,house_size,sold_date
New York,19835913,for_sale,205000,5,2,0.39,Granville Village,12832,1909,8/19/2021
New York,19835913,for_sale,149900,3,1,0.39,Whitehall,12887,1411,3/12/2021
New York,19835913,for_sale,244900,4,3,0.8,Granville,12832,2106,9/20/2021
New York,19835913,for_sale,205000,5,2,0.39,Granville Village,12832,1909,8/19/2021
New York,19835913,for_sale,244900,4,3,0.8,Granville,12832,2106,9/20/2021
New York,19835913,for_sale,165000,3,2,0.2,Ticonderoga,12883,1512,1/25/2021
New York,19835913,for_sale,152900,4,2,0.4,Ticonderoga,12883,2030,1/14/2021
New York,19835913,for_sale,98000,3,2,0.3,Port Henry,12974,1359,7/7/2021
New York,19835913,for_sale,149900,3,1,0.39,Whitehall,12887,1411,3/12/2021
New York,19835913,for_sale,244900,4,3,0.8,Granville,12832,2106,9/20/2021
New York,19835913,for_sale,244900,4,3,0.8,Granville,12832,2106,9/20/2021
New York,19835913,for_sale,165000,3,2,0.2,Ticonderoga,12883,1512,1/25/2021
New York,19835913,for_sale,149900,3,1,0.39,Whitehall,12887,1411,3/12/2021
New York,19835913,for_sale,205000,5,2,0.39,Granville Village,12832,1909,8/19/2021
New York,19835913,for_sale,152900,4,2,0.4,Ticonderoga,12883,2030,1/14/2021
New York,19835913,for_sale,165000,3,2,0.2,Ticonderoga,12883,1512,1/25/2021
New York,19835913,for_sale,205000,5,2,0.39,Granville Village,12832,1909,8/19/2021
New York,19835913,for_sale,152900,4,2,0.4,Ticonderoga,12883,2030,1/14/2021
New York,19835913,for_sale,244900,4,3,0.8,Granville,12832,2106,9/20/2021
New York,19835913,for_sale,165000,3,2,0.2,Ticonderoga,12883,1512,1/25/2021
New York,19835913,for_sale,152900,4,2,0.4,Ticonderoga,12883,2030,1/14/2021
New York,19835913,for_sale,205000,5,2,0.39,Granville Village,12832,1909,8/19/2021
New York,19835913,for_sale,98000,3,2,0.3,Port Henry,12974,1359,7/7/2021
New York,19835913,for_sale,165000,3,2,0.2,Ticonderoga,12883,1512,1/25/2021
New York,19835913,for_sale,152900,4,2,0.4,Ticonderoga,12883,2030,1/14/2021
New York,19835913,for_sale,244900,4,3,0.8,Granville,12832,2106,9/20/2021
New York,19835913,for_sale,249000,5,2,2.12,Argyle,12828,2443,12/22/2021
New York,19835913,for_sale,205000,5,2,0.39,Granville Village,12832,1909,8/19/2021
New York,19835913,for_sale,205000,5,2,0.39,Granville Village,12832,1909,8/19/2021
New York,19835913,for_sale,149900,3,1,0.39,Whitehall,12887,1411,3/12/2021
New York,19835913,for_sale,244900,4,3,0.8,Granville,12832,2106,9/20/2021
New York,19835913,for_sale,152900,4,2,0.4,Ticonderoga,12883,2030,1/14/2021
New York,19835913,for_sale,215000,2,1,2.67,Hoosick Falls,12090,1216,7/2/2021
New York,19835913,for_sale,199000,3,2,0.24,Hoosick Falls,12090,1800,4/2/2021
New York,19835913,for_sale,244900,3,1,1.13,Valley Falls,12185,1006,9/30/2021
New York,19835913,for_sale,205000,5,2,0.39,Granville Village,12832,1909,8/19/2021
New York,19835913,for_sale,325000,4,3,1.97,Cambridge,12816,1760,9/8/2021
New York,19835913,for_sale,165000,3,2,0.2,Ticonderoga,12883,1512,1/25/2021
New York,19835913,for_sale,2650000,5,5,1.05,Orient,11957,4785,3/10/2021
New York,19835913,for_sale,2650000,5,5,1.05,Orient,11957,4785,3/10/2021
New York,19835913,for_sale,1450000,4,3,0.43,Greenport,11944,2400,9/30/2021
New York,19835913,for_sale,2650000,5,5,1.05,Orient,11957,4785,3/10/2021
New York,19835913,for_sale,699999,4,3,1.03,Patterson,12563,3200,8/26/2021
New York,19835913,for_sale,420000,4,3,1.52,Millbrook,12545,2080,3/24/2021
New York,19835913,for_sale,380000,2,2,0.01,Brewster,10509,2012,5/11/2021
New York,19835913,for_sale,699999,4,3,1.03,Patterson,12563,3200,8/26/2021
New York,19835913,for_sale,424500,3,3,0.67,Carmel,10512,1547,9/13/2021
New York,19835913,for_sale,425000,3,2,0.54,Carmel,10512,2324,8/9/2021
New York,19835913,for_sale,350000,3,2,0.95,Stormville,12582,1456,4/12/2021
New York,19835913,for_sale,875000,3,2,0.67,Putnam Valley,10579,2055,1/8/2021
New York,19835913,for_sale,550000,3,2,0.56,Carmel,10512,1624,2/18/2021
New York,19835913,for_sale,1399000,5,3,0.09,Setauket,11733,3528,6/10/2021
New York,19835913,for_sale,285000,2,2,0.28,Carmel,10512,1539,3/12/2021
New York,19835913,for_sale,849900,4,3,0.46,Wading River,11792,2400,9/22/2021
New York,19835913,for_sale,549999,4,3,0.36,Coram,11727,2512,6/10/2021
New York,19835913,for_sale,999999,4,5,0.37,South Setauket,11720,4000,9/20/2021
New York,19835913,for_sale,349000,2,1,0.2,Centereach,11720,800,11/10/2021
New York,19835913,for_sale,475000,4,2,1.01,Miller Place,11764,1726,4/19/2021
New York,19835913,for_sale,549990,4,3,0.35,Coram,11727,2036,10/25/2021
New York,19835913,for_sale,789000,5,3,0.8,Miller Place,11764,3204,1/13/2021
New York,19835913,for_sale,799000,5,3,0.85,Wading River,11792,3020,5/27/2021
New York,19835913,for_sale,1750000,5,6,1.04,Belle Terre,11777,4150,2/22/2021
New York,19835913,for_sale,674999,4,4,0.4,Rocky Point,11778,2646,9/23/2021
New York,19835913,for_sale,389990,3,2,0.35,Port Jefferson Station,11776,2171,12/7/2021
New York,19835913,for_sale,599000,4,3,0.34,Wading River,11792,3000,11/9/2021
New York,19835913,for_sale,379900,2,1,0.03,Ridge,11961,1200,12/22/2021
New York,19835913,for_sale,539000,4,2,0.34,Mount Sinai,11766,1560,2/18/2021
New York,19835913,for_sale,419000,5,2,0.09,Sound Beach,11789,2074,1/28/2021
New York,19835913,for_sale,399990,3,1,0.12,Centereach,11720,1136,11/24/2021
New York,19835913,for_sale,479000,2,2,0.1,Ridge,11961,1507,10/7/2021
New York,19835913,for_sale,749888,4,2,1.2,Miller Place,11764,3375,12/20/2021
New York,19835913,for_sale,779000,5,3,0.33,Coram,11727,2898,3/15/2021
New York,19835913,for_sale,1450000,6,4,0.04,Long Island City,11104,1920,12/23/2021
New York,19835913,for_sale,4900000,5,6,0.03,New York City,11201,3375,9/22/2021
New York,19835913,for_sale,589000,3,2,0.05,Bronx,10469,1664,2/1/2021
New York,19835913,for_sale,625000,3,2,0.06,Bronx,10461,1900,12/17/2021
New York,19835913,for_sale,1499988,3,2,0.03,Astoria,11102,1584,10/5/2021
New York,19835913,for_sale,949000,6,3,0.04,Bronx,10462,2164,6/23/2021
New York,19835913,for_sale,699999,3,2,0.06,Bronx,10473,1950,11/22/2021
New York,19835913,for_sale,689900,4,2,0.04,Bronx,10467,2750,1/15/2021
New York,19835913,for_sale,2185000,2,2,0.47,New York City,10014,1100,12/16/2021
New York,19835913,for_sale,1099000,4,4,0.11,Staten Island,10304,2840,5/4/2021
New York,19835913,for_sale,489000,3,3,0.05,Staten Island,10303,1200,9/3/2021
New York,19835913,for_sale,1530000,6,3,0.05,Brooklyn,11219,2000,11/12/2021
New York,19835913,for_sale,1000000,2,1,0.13,Staten Island,10314,2132,5/26/2021
New York,19835913,for_sale,995000,5,3,0.09,Staten Island,10303,2785,3/24/2021
New York,19835913,for_sale,529999,3,2,0.09,Staten Island,10303,1280,8/27/2021
New York,19835913,for_sale,519999,3,3,0.04,Staten Island,10303,1120,11/12/2021
New York,19835913,for_sale,574999,4,3,0.07,Staten Island,10310,1644,11/15/2021
New York,19835913,for_sale,779000,3,2,0.11,Staten Island,10304,1352,11/24/2021
New York,19835913,for_sale,799000,4,5,0.13,Staten Island,10303,2735,12/29/2021
New York,19835913,for_sale,639999,4,2,0.08,Staten Island,10302,1600,5/18/2021
New York,19835913,for_sale,825000,6,3,0.05,Ozone Park,11416,2000,12/17/2021
New York,19835913,for_sale,975000,6,2,0.04,Middle Village,11379,1720,12/10/2021
New York,19835913,for_sale,799000,5,2,0.06,Bronx,10465,1600,9/23/2021
New York,19835913,for_sale,999000,6,3,0.06,Bronx,10466,2896,7/14/2021
New York,19835913,for_sale,625000,3,2,0.06,Bronx,10461,1900,12/17/2021
New York,19835913,for_sale,699000,3,3,0.05,Bronx,10465,1890,12/22/2021
New York,19835913,for_sale,589000,3,2,0.05,Bronx,10469,1664,2/1/2021
New York,19835913,for_sale,1499988,3,2,0.03,Astoria,11102,1584,10/5/2021
New York,19835913,for_sale,739000,4,3,0.09,Bronx,10465,2600,11/16/2021
New York,19835913,for_sale,899600,5,3,0.06,Richmond Hill,11418,1680,11/22/2021
New York,19835913,for_sale,949000,6,3,0.04,Bronx,10462,2164,6/23/2021
New York,19835913,for_sale,689900,4,2,0.04,Bronx,10467,2750,1/15/2021
New York,19835913,for_sale,769000,4,3,0.06,Bronx,10465,1600,6/3/2021
New York,19835913,for_sale,799000,4,3,0.07,Saint Albans,11412,2100,8/18/2021
New York,19835913,for_sale,1849000,5,4,0.11,Fresh Meadows,11365,4410,12/7/2021
New York,19835913,for_sale,1298888,6,3,0.11,Bronx,10465,3900,3/5/2021
New York,19835913,for_sale,975000,6,2,0.04,Middle Village,11379,1720,12/10/2021
New York,19835913,for_sale,1450000,6,4,0.04,Long Island City,11104,1920,12/23/2021
New York,19835913,for_sale,4900000,5,6,0.03,New York City,11201,3375,9/22/2021
New York,19835913,for_sale,799000,5,2,0.06,Bronx,10465,1600,9/23/2021
New York,19835913,for_sale,1280000,3,3,0.09,Oakland Gardens,11364,1344,4/21/2021
New York,19835913,for_sale,2100000,3,2,0.18,Jamaica,11432,1760,9/13/2021
New York,19835913,for_sale,830000,1,2,0.7,New York City,10022,1000,7/20/2021
New York,19835913,for_sale,625000,3,2,0.06,Bronx,10461,1900,12/17/2021
New York,19835913,for_sale,639999,4,2,0.08,Staten Island,10302,1600,5/18/2021
New York,19835913,for_sale,1499988,3,2,0.03,Astoria,11102,1584,10/5/2021
New York,19835913,for_sale,739000,4,3,0.09,Bronx,10465,2600,11/16/2021
New York,19835913,for_sale,499999,3,3,0.03,Staten Island,10302,1400,5/26/2021
New York,19835913,for_sale,899600,5,3,0.06,Richmond Hill,11418,1680,11/22/2021
New York,19835913,for_sale,1750000,3,4,0.04,New York City,11216,1832,11/10/2021
New York,19835913,for_sale,949000,6,3,0.04,Bronx,10462,2164,6/23/2021
New York,19835913,for_sale,1298888,6,3,0.11,Bronx,10465,3900,3/5/2021
New York,19835913,for_sale,769000,4,3,0.06,Bronx,10465,1600,6/3/2021
New York,19835913,for_sale,1849000,5,4,0.11,Fresh Meadows,11365,4410,12/7/2021
New York,19835913,for_sale,429900,2,2,0.01,Staten Island,10312,980,11/9/2021
New York,19835913,for_sale,1000000,2,1,0.13,Staten Island,10314,2132,5/26/2021
New York,19835913,for_sale,995000,5,3,0.09,Staten Island,10303,2785,3/24/2021
New York,19835913,for_sale,1530000,6,3,0.05,Brooklyn,11219,2000,11/12/2021
New York,19835913,for_sale,569999,3,2,0.06,Staten Island,10306,1600,7/1/2021
New York,19835913,for_sale,2898000,3,3,0.03,Brooklyn,11231,2295,6/29/2021
New York,19835913,for_sale,519999,3,3,0.04,Staten Island,10303,1120,11/12/2021
New York,19835913,for_sale,929999,3,3,0.14,Staten Island,10307,2238,9/24/2021
New York,19835913,for_sale,574999,4,3,0.07,Staten Island,10310,1644,11/15/2021
New York,19835913,for_sale,4900000,5,6,0.03,New York City,11201,3375,9/22/2021
New York,19835913,for_sale,799000,4,5,0.13,Staten Island,10303,2735,12/29/2021
New York,19835913,for_sale,858000,2,4,0.09,Staten Island,10305,1040,11/1/2021
New York,19835913,for_sale,2100000,4,5,0.2,Staten Island,10307,3600,5/4/2021
New York,19835913,for_sale,649000,3,2,0.09,Staten Island,10306,1020,11/17/2021
New York,19835913,for_sale,639999,4,2,0.08,Staten Island,10302,1600,5/18/2021
New York,19835913,for_sale,356000,1,1,0.02,Staten Island,10314,699,5/12/2021
New York,19835913,for_sale,539900,2,2,0.03,Staten Island,10308,1123,5/26/2021
New York,19835913,for_sale,1450000,6,4,0.04,Long Island City,11104,1920,12/23/2021
New York,19835913,for_sale,799000,4,5,0.13,Staten Island,10303,2735,12/29/2021
New York,19835913,for_sale,999000,4,4,0.08,Staten Island,10305,2897,4/27/2021
New York,19835913,for_sale,830000,1,2,0.7,New York City,10022,1000,7/20/2021
New York,19835913,for_sale,858000,2,4,0.09,Staten Island,10305,1040,11/1/2021
New York,19835913,for_sale,639999,4,2,0.08,Staten Island,10302,1600,5/18/2021
New York,19835913,for_sale,499999,3,3,0.03,Staten Island,10302,1400,5/26/2021
New York,19835913,for_sale,649000,3,2,0.09,Staten Island,10306,1020,11/17/2021
New York,19835913,for_sale,539900,2,2,0.03,Staten Island,10308,1123,5/26/2021
New York,19835913,for_sale,356000,1,1,0.02,Staten Island,10314,699,5/12/2021
New York,19835913,for_sale,1450000,6,4,0.04,Long Island City,11104,1920,12/23/2021
New York,19835913,for_sale,938000,3,3,0.05,Brooklyn,11229,2352,7/7/2021
New York,19835913,for_sale,4900000,5,6,0.03,New York City,11201,3375,9/22/2021
New York,19835913,for_sale,699900,2,2,0.06,Brooklyn,11236,1316,12/30/2021
New York,19835913,for_sale,830000,1,2,0.7,New York City,10022,1000,7/20/2021
New York,19835913,for_sale,799000,4,5,0.13,Staten Island,10303,2735,12/29/2021
New York,19835913,for_sale,639999,4,2,0.08,Staten Island,10302,1600,5/18/2021
New York,19835913,for_sale,499999,3,3,0.03,Staten Island,10302,1400,5/26/2021
New York,19835913,for_sale,799999,2,2,0.03,Brooklyn,11235,1228,6/28/2021
New York,19835913,for_sale,838000,3,3,0.04,Brooklyn,11234,1800,7/12/2021
New York,19835913,for_sale,1750000,3,4,0.04,New York City,11216,1832,11/10/2021
New York,19835913,for_sale,2349000,3,4,0.09,Brooklyn,11235,2010,1/22/2021
New York,19835913,for_sale,799000,4,3,0.07,Saint Albans,11412,2100,8/18/2021
New York,19835913,for_sale,1849000,5,4,0.11,Fresh Meadows,11365,4410,12/7/2021
New York,19835913,for_sale,785000,4,3,2.12,Warwick,10990,2575,6/28/2021
New York,19835913,for_sale,925000,4,5,3.6,Monroe,10950,4506,1/6/2021
New York,19835913,for_sale,464900,4,3,0.36,Greenwood Lake,10925,1812,7/26/2021
New York,19835913,for_sale,940000,2,2,0.12,Tuxedo Park,10987,2192,2/18/2021
New York,19835913,for_sale,768000,4,4,1.2,Chester,10918,5084,6/24/2021
New York,19835913,for_sale,695000,4,2,1.6,Warwick,10990,2088,4/19/2021
New York,19835913,for_sale,799000,5,4,0.63,Suffern,10901,3750,5/26/2021
New York,19835913,for_sale,879000,4,4,0.53,Valley Cottage,10989,2790,3/23/2021
New York,19835913,for_sale,699000,3,1,1.8,New City,10956,1414,10/25/2021
New York,19835913,for_sale,1199785,4,5,0.59,Croton On Hudson,10520,4277,8/3/2021
New York,19835913,for_sale,1460000,2,1,0.92,New York City,10025,974,8/24/2021
New York,19835913,for_sale,625000,3,3,0.96,Verplanck,10596,2200,11/18/2021
New York,19835913,for_sale,515000,1,1,0.22,New York City,10033,900,1/13/2021
New York,19835913,for_sale,800000,3,2,0.61,Tallman,10982,1916,12/31/2021
New York,19835913,for_sale,940000,2,2,0.12,Tuxedo Park,10987,2192,2/18/2021
New York,19835913,for_sale,979000,4,3,0.33,Piermont,10968,2500,4/16/2021
New York,19835913,for_sale,549000,3,2,0.37,Pearl River,10965,1640,9/1/2021
New York,19835913,for_sale,424900,3,3,0.14,Nyack,10960,1326,2/10/2021
New York,19835913,for_sale,1099999,5,5,1.94,Stony Point,10980,3800,11/5/2021
New York,19835913,for_sale,1400000,5,5,0.22,Croton On Hudson,10520,4425,8/4/2021
New York,19835913,for_sale,799900,4,3,0.57,Suffern,10901,1487,6/28/2021
New York,19835913,for_sale,499000,3,2,0.12,Spring Valley,10977,1174,5/13/2021
New York,19835913,for_sale,1100000,5,4,1.88,Stony Point,10980,3455,11/5/2021
New York,19835913,for_sale,975000,8,4,0.17,Yonkers,10703,3100,3/17/2021
New York,19835913,for_sale,727000,4,2,0.34,West Nyack,10994,2001,12/30/2021
New York,19835913,for_sale,999000,6,3,0.61,Spring Valley,10977,2471,8/20/2021
New York,19835913,for_sale,729000,5,2,0.11,Spring Valley,10977,1526,8/23/2021
New York,19835913,for_sale,699999,6,4,0.31,Nanuet,10954,3309,10/22/2021
New York,19835913,for_sale,799000,5,4,0.63,Suffern,10901,3750,5/26/2021
New York,19835913,for_sale,560000,3,2,0.16,Montrose,10548,1730,4/12/2021
New York,19835913,for_sale,899000,4,3,0.48,Pearl River,10965,2700,11/9/2021
New York,19835913,for_sale,699900,3,2,0.37,Monroe,10950,2837,3/15/2021
New York,19835913,for_sale,439000,2,2,0.19,Bronx,10463,1300,8/24/2021
New York,19835913,for_sale,625000,3,2,0.03,Bronx,10463,1144,1/6/2021
New York,19835913,for_sale,1680000,1,1,0.11,New York City,10011,1100,6/14/2021
New York,19835913,for_sale,975000,8,4,0.17,Yonkers,10703,3100,3/17/2021
New York,19835913,for_sale,799000,5,4,0.63,Suffern,10901,3750,5/26/2021
New York,19835913,for_sale,899000,4,3,0.48,Pearl River,10965,2700,11/9/2021
New York,19835913,for_sale,879000,4,4,0.53,Valley Cottage,10989,2790,3/23/2021
New York,19835913,for_sale,925000,4,5,3.6,Monroe,10950,4506,1/6/2021
New York,19835913,for_sale,649000,5,5,4.2,Washingtonville,10992,4286,8/23/2021
New York,19835913,for_sale,255000,3,1,0.87,Blooming Grove,10914,1456,10/6/2021
New York,19835913,for_sale,464900,4,3,0.36,Greenwood Lake,10925,1812,7/26/2021
New York,19835913,for_sale,800000,3,2,0.61,Tallman,10982,1916,12/31/2021
New York,19835913,for_sale,940000,2,2,0.12,Tuxedo Park,10987,2192,2/18/2021
New York,19835913,for_sale,599000,3,1,0.3,Monroe,10950,960,9/17/2021
New York,19835913,for_sale,979000,4,3,0.33,Piermont,10968,2500,4/16/2021
New York,19835913,for_sale,995000,5,5,1.05,Stony Point,10980,3500,11/5/2021
New York,19835913,for_sale,549000,3,2,0.37,Pearl River,10965,1640,9/1/2021
New York,19835913,for_sale,2000000,6,6,1.84,Stony Point,10980,6000,11/5/2021
New York,19835913,for_sale,424900,3,3,0.14,Nyack,10960,1326,2/10/2021
New York,19835913,for_sale,1099999,5,5,1.94,Stony Point,10980,3800,11/5/2021
New York,19835913,for_sale,768000,4,4,1.2,Chester,10918,5084,6/24/2021
New York,19835913,for_sale,799900,4,3,0.57,Suffern,10901,1487,6/28/2021
New York,19835913,for_sale,975000,8,4,0.17,Yonkers,10703,3100,3/17/2021
New York,19835913,for_sale,727000,4,2,0.34,West Nyack,10994,2001,12/30/2021
New York,19835913,for_sale,999000,6,3,0.61,Spring Valley,10977,2471,8/20/2021
New York,19835913,for_sale,699999,6,4,0.31,Nanuet,10954,3309,10/22/2021
New York,19835913,for_sale,799000,5,4,0.63,Suffern,10901,3750,5/26/2021
New York,19835913,for_sale,599000,3,3,0.78,Tuxedo Park,10987,1986,10/28/2021
New York,19835913,for_sale,899000,4,3,0.48,Pearl River,10965,2700,11/9/2021
New York,19835913,for_sale,729000,5,2,0.11,Spring Valley,10977,1526,8/23/2021
New York,19835913,for_sale,785000,4,3,2.12,Warwick,10990,2575,6/28/2021
New York,19835913,for_sale,925000,4,5,3.6,Monroe,10950,4506,1/6/2021
New York,19835913,for_sale,464900,4,3,0.36,Greenwood Lake,10925,1812,7/26/2021
New York,19835913,for_sale,940000,2,2,0.12,Tuxedo Park,10987,2192,2/18/2021
New York,19835913,for_sale,768000,4,4,1.2,Chester,10918,5084,6/24/2021
New York,19835913,for_sale,695000,4,2,1.6,Warwick,10990,2088,4/19/2021
New York,19835913,for_sale,599000,3,3,0.78,Tuxedo Park,10987,1986,10/28/2021
New York,19835913,for_sale,599000,4,3,0.15,Elmsford,10523,1726,11/17/2021
New York,19835913,for_sale,799999,4,3,0.31,White Plains,10607,3270,4/2/2021
New York,19835913,for_sale,800000,3,2,0.61,Tallman,10982,1916,12/31/2021
New York,19835913,for_sale,549000,3,2,0.37,Pearl River,10965,1640,9/1/2021
New York,19835913,for_sale,424900,3,3,0.14,Nyack,10960,1326,2/10/2021
New York,19835913,for_sale,1295000,5,5,1.03,Nyack,10960,3250,4/21/2021
New York,19835913,for_sale,1975000,6,7,0.3,Scarsdale,10583,5700,10/13/2021
New York,19835913,for_sale,780000,3,4,0.14,Hawthorne,10532,1466,1/19/2021
New York,19835913,for_sale,975000,8,4,0.17,Yonkers,10703,3100,3/17/2021
New York,19835913,for_sale,727000,4,2,0.34,West Nyack,10994,2001,12/30/2021
New York,19835913,for_sale,929000,3,3,0.31,Ardsley,10502,1905,10/27/2021
New York,19835913,for_sale,1100000,4,2,0.16,Scarsdale,10583,2300,12/16/2021
New York,19835913,for_sale,899000,4,3,0.48,Pearl River,10965,2700,11/9/2021
New York,19835913,for_sale,830000,1,2,0.7,New York City,10022,1000,7/20/2021
New York,19835913,for_sale,799000,4,5,0.13,Staten Island,10303,2735,12/29/2021
New York,19835913,for_sale,999000,4,4,0.08,Staten Island,10305,2897,4/27/2021
New York,19835913,for_sale,589000,3,2,0.05,Bronx,10469,1664,2/1/2021
New York,19835913,for_sale,625000,3,2,0.06,Bronx,10461,1900,12/17/2021
New York,19835913,for_sale,599000,3,1,0.18,Mount Vernon,10552,1448,4/15/2021
New York,19835913,for_sale,1295000,5,5,1.03,Nyack,10960,3250,4/21/2021
New York,19835913,for_sale,649000,3,2,0.09,Staten Island,10306,1020,11/17/2021
New York,19835913,for_sale,639999,4,2,0.08,Staten Island,10302,1600,5/18/2021
New York,19835913,for_sale,780000,3,4,0.14,Hawthorne,10532,1466,1/19/2021
New York,19835913,for_sale,975000,8,4,0.17,Yonkers,10703,3100,3/17/2021
New York,19835913,for_sale,499999,3,3,0.03,Staten Island,10302,1400,5/26/2021
New York,19835913,for_sale,1995000,4,5,4,Briarcliff Manor,10510,5400,10/13/2021
New York,19835913,for_sale,799999,2,2,0.03,Brooklyn,11235,1228,6/28/2021
